book_id,title,source_type,item_kind,genre_original,primary_domain,tags,rag_relevance,language_hint,suggested_search_mode,paid_price,ordered_at,embedding_text
bk_e67fd7aa68,サステナビリティ時代の会社　21世紀のコーポレート・エコノミー,Kindle,book_or_ebook,,その他,Kindle,low,ja,structured_search,235,2024-09-29T16:23:00Z,"title: サステナビリティ時代の会社　21世紀のコーポレート・エコノミー
genre: 
primary_domain: その他
tags: Kindle"
bk_f5f2fd5319,Men Without Women: Stories (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説;村上春樹,low,en_or_mixed,structured_search,727,2021-02-08T14:30:00Z,"title: Men Without Women: Stories (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説;村上春樹"
bk_c9200bb9ae,ホーム・アローン (吹替版),Kindle,book_or_ebook,,小説・文学,Kindle;小説,low,ja,structured_search,181,2025-12-24T11:21:00Z,"title: ホーム・アローン (吹替版)
genre: 
primary_domain: 小説・文学
tags: Kindle;小説"
bk_5527d0c947,労働貴族 (講談社文庫),Kindle,book_or_ebook,,小説・文学,Kindle;小説,low,ja,structured_search,27,2024-12-18T10:14:00Z,"title: 労働貴族 (講談社文庫)
genre: 
primary_domain: 小説・文学
tags: Kindle;小説"
bk_5daaa9f4b0,Sword Art Online 14 (light novel): Alicization Uniting (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説,low,en_or_mixed,structured_search,84,2021-01-10T01:41:00Z,"title: Sword Art Online 14 (light novel): Alicization Uniting (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説"
bk_897999d025,20世紀アメリカの夢　世紀転換期から1970年代 シリーズ　アメリカ合衆国史 (岩波新書),Kindle,book_or_ebook,,歴史・国際関係・地政学,Kindle;歴史/国際関係,low,ja,structured_search,860,2025-01-02T12:22:00Z,"title: 20世紀アメリカの夢　世紀転換期から1970年代 シリーズ　アメリカ合衆国史 (岩波新書)
genre: 
primary_domain: 歴史・国際関係・地政学
tags: Kindle;歴史/国際関係"
bk_a5dc83055d,The Other Side of Midnight,Kindle,book_or_ebook,,その他,洋書;Kindle,low,en_or_mixed,structured_search,-3091,2021-09-17T15:12:00Z,"title: The Other Side of Midnight
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_45e3c45d49,トッカン 特別国税徴収官 (ハヤカワ文庫JA),Kindle,book_or_ebook,,小説・文学,Kindle;小説,low,ja,structured_search,380,2025-08-12T14:03:00Z,"title: トッカン 特別国税徴収官 (ハヤカワ文庫JA)
genre: 
primary_domain: 小説・文学
tags: Kindle;小説"
bk_536a33df70,都市経済学（第２版）＜プログレッシブ経済学シリーズ＞,Kindle,book_or_ebook,,IT・プログラミング,Kindle;IT;クラウド運用,medium,ja,rag_or_structured,2592,2024-09-29T16:06:00Z,"title: 都市経済学（第２版）＜プログレッシブ経済学シリーズ＞
genre: 
primary_domain: IT・プログラミング
tags: Kindle;IT;クラウド運用"
bk_fce8765265,チームトポロジー　価値あるソフトウェアをすばやく届ける適応型組織設計,Kindle,book_or_ebook,,IT・プログラミング,Kindle;IT,low,ja,rag_or_structured,0,2025-09-01T09:42:00Z,"title: チームトポロジー　価値あるソフトウェアをすばやく届ける適応型組織設計
genre: 
primary_domain: IT・プログラミング
tags: Kindle;IT"
bk_2845bf6e15,令和05年 イメージ＆クレバー方式でよくわかる 栢木先生の基本情報技術者教室 情報処理技術者試験,Kindle,book_or_ebook,,その他,Kindle,low,ja,structured_search,160,2023-08-30T10:21:00Z,"title: 令和05年 イメージ＆クレバー方式でよくわかる 栢木先生の基本情報技術者教室 情報処理技術者試験
genre: 
primary_domain: その他
tags: Kindle"
bk_9b54737e54,ほんの一手間で劇的に変わるHTML ＆ CSSとWebデザイン実践講座,Kindle,book_or_ebook,,IT・プログラミング,Kindle;IT;Web開発,low,ja,rag_or_structured,124,2023-12-28T02:28:00Z,"title: ほんの一手間で劇的に変わるHTML ＆ CSSとWebデザイン実践講座
genre: 
primary_domain: IT・プログラミング
tags: Kindle;IT;Web開発"
bk_38f50b33b7,Where the Crawdads Sing,Kindle,book_or_ebook,,その他,洋書;Kindle,low,en_or_mixed,structured_search,-2164,2022-03-20T13:44:00Z,"title: Where the Crawdads Sing
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_54ff0ab1f9,The Penguin History of the World: 6th edition (English Edition),Kindle,book_or_ebook,,その他,洋書;Kindle,low,en_or_mixed,structured_search,1455,2024-08-21T13:02:00Z,"title: The Penguin History of the World: 6th edition (English Edition)
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_23d1418986,改訂版 技術系英文ライティング教本　―基本・英文法・応用―,Kindle,book_or_ebook,,英語・語学,Kindle;英語,low,ja,structured_search,181,2025-09-01T09:47:00Z,"title: 改訂版 技術系英文ライティング教本　―基本・英文法・応用―
genre: 
primary_domain: 英語・語学
tags: Kindle;英語"
bk_cb4e2e8530,心理的安全性のつくりかた　「心理的柔軟性」が困難を乗り越えるチームに変える,Kindle,book_or_ebook,,ビジネス・プロダクト・組織,Kindle;ビジネス;組織,low,ja,structured_search,0,2025-09-01T09:46:00Z,"title: 心理的安全性のつくりかた　「心理的柔軟性」が困難を乗り越えるチームに変える
genre: 
primary_domain: ビジネス・プロダクト・組織
tags: Kindle;ビジネス;組織"
bk_1b580239fe,"The Skincare Bible: Your essential guide to radiant, clear skin at any age from an expert dermatologist (English Edition)",Kindle,book_or_ebook,,その他,洋書;Kindle,low,en_or_mixed,structured_search,272,2024-09-14T06:06:00Z,"title: The Skincare Bible: Your essential guide to radiant, clear skin at any age from an expert dermatologist (English Edition)
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_6988cfb03f,次世代モビリティの経済学　マーケットデザインによる制度設計 (日本経済新聞出版),Kindle,book_or_ebook,,経済・金融,Kindle;経済,low,ja,structured_search,243,2023-10-02T12:04:00Z,"title: 次世代モビリティの経済学　マーケットデザインによる制度設計 (日本経済新聞出版)
genre: 
primary_domain: 経済・金融
tags: Kindle;経済"
bk_4d766d8c4d,"You Can't Escape (Revised Edition): Mystery, Thriller & Detective Pick (Picking the Wrong One Book 2) (English Edition)",Kindle,book_or_ebook,,その他,洋書;Kindle,low,en_or_mixed,structured_search,31,2021-11-22T05:41:00Z,"title: You Can't Escape (Revised Edition): Mystery, Thriller & Detective Pick (Picking the Wrong One Book 2) (English Edition)
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_c9139ae299,Sword Art Online 7 (light novel): Mother's Rosary (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説,low,en_or_mixed,structured_search,835,2021-01-08T02:01:00Z,"title: Sword Art Online 7 (light novel): Mother's Rosary (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説"
bk_2661e19834,Dance of the Happy Shades: And Other Stories (Vintage International) (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説,low,en_or_mixed,structured_search,109,2021-05-26T06:54:00Z,"title: Dance of the Happy Shades: And Other Stories (Vintage International) (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説"
bk_927ac605f6,A Wild Sheep Chase: A Novel (Trilogy of the Rat Book 3) (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説;村上春樹,low,en_or_mixed,structured_search,100,2021-02-24T02:23:00Z,"title: A Wild Sheep Chase: A Novel (Trilogy of the Rat Book 3) (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説;村上春樹"
bk_7223f75975,グローバル時代のアメリカ　冷戦時代から21世紀 シリーズ　アメリカ合衆国史 (岩波新書),Kindle,book_or_ebook,,歴史・国際関係・地政学,Kindle;歴史/国際関係,low,ja,structured_search,900,2025-01-02T12:22:00Z,"title: グローバル時代のアメリカ　冷戦時代から21世紀 シリーズ　アメリカ合衆国史 (岩波新書)
genre: 
primary_domain: 歴史・国際関係・地政学
tags: Kindle;歴史/国際関係"
bk_2aba23703d,Gone with the Wind (English Edition),Kindle,book_or_ebook,,その他,洋書;Kindle,low,en_or_mixed,structured_search,7,2021-01-09T17:46:00Z,"title: Gone with the Wind (English Edition)
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_4917f2baa2,Jack: Straight from the Gut (English Edition),Kindle,book_or_ebook,,AI・NLP・RAG,洋書;Kindle;AI;NLP,high,en_or_mixed,rag_or_structured,645,2025-01-14T06:39:00Z,"title: Jack: Straight from the Gut (English Edition)
genre: 
primary_domain: AI・NLP・RAG
tags: 洋書;Kindle;AI;NLP"
bk_122a7aa301,ストーリーとしての競争戦略 Hitotsubashi Business Review Books,Kindle,book_or_ebook,,ビジネス・プロダクト・組織,洋書;Kindle;ビジネス;組織,low,en_or_mixed,structured_search,2016,2025-01-06T13:46:00Z,"title: ストーリーとしての競争戦略 Hitotsubashi Business Review Books
genre: 
primary_domain: ビジネス・プロダクト・組織
tags: 洋書;Kindle;ビジネス;組織"
bk_3f7865024b,EMPOWERED 普通のチームが並外れた製品を生み出すプロダクトリーダーシップ,Kindle,book_or_ebook,,ビジネス・プロダクト・組織,洋書;Kindle;ビジネス;組織,low,en_or_mixed,structured_search,181,2025-09-01T09:58:00Z,"title: EMPOWERED 普通のチームが並外れた製品を生み出すプロダクトリーダーシップ
genre: 
primary_domain: ビジネス・プロダクト・組織
tags: 洋書;Kindle;ビジネス;組織"
bk_87c13f00d9,Pythonクローリング＆スクレイピング[増補改訂版] -データ収集・解析のための実践開発ガイド-,Kindle,book_or_ebook,,IT・プログラミング,洋書;Kindle;IT,low,en_or_mixed,rag_or_structured,312,2022-09-14T10:32:00Z,"title: Pythonクローリング＆スクレイピング[増補改訂版] -データ収集・解析のための実践開発ガイド-
genre: 
primary_domain: IT・プログラミング
tags: 洋書;Kindle;IT"
bk_c93fbc0fce,Kindle Unlimited,Kindle,digital_service_or_app,,その他,洋書;Kindle,low,en_or_mixed,structured_search,89,2021-03-04T16:20:00Z,"title: Kindle Unlimited
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_1f4cc07634,Sword Art Online 19 (light novel): Moon Cradle (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説,low,en_or_mixed,structured_search,89,2021-11-22T05:46:00Z,"title: Sword Art Online 19 (light novel): Moon Cradle (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説"
bk_cfafdce47a,人の健康は腸内細菌で決まる　-善玉菌と悪玉菌を科学する― 知りたい!サイエンス,Kindle,book_or_ebook,,社会・ノンフィクション,Kindle;社会/ノンフィクション,low,ja,structured_search,1548,2024-09-07T03:13:00Z,"title: 人の健康は腸内細菌で決まる　-善玉菌と悪玉菌を科学する― 知りたい!サイエンス
genre: 
primary_domain: 社会・ノンフィクション
tags: Kindle;社会/ノンフィクション"
bk_c13c57f5ab,単体テストの考え方/使い方,Kindle,book_or_ebook,,IT・プログラミング,Kindle;IT;テスト,low,ja,rag_or_structured,367,2026-01-22T08:54:00Z,"title: 単体テストの考え方/使い方
genre: 
primary_domain: IT・プログラミング
tags: Kindle;IT;テスト"
bk_ca75cb8369,Crime and Punishment: The Original Unabridged And Complete Edition (A Fyodor Dostoevsky Classics) (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説,low,en_or_mixed,structured_search,0,2025-09-23T09:50:00Z,"title: Crime and Punishment: The Original Unabridged And Complete Edition (A Fyodor Dostoevsky Classics) (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説"
bk_932cfea12a,出る順で最短合格！英検(R)1級 語彙問題完全制覇[改訂版],Kindle,book_or_ebook,,英語・語学,Kindle;英語,low,ja,structured_search,1785,2021-05-14T13:46:00Z,"title: 出る順で最短合格！英検(R)1級 語彙問題完全制覇[改訂版]
genre: 
primary_domain: 英語・語学
tags: Kindle;英語"
bk_5be93f9398,経済数学の直観的方法　マクロ経済学編 (ブルーバックス),Kindle,book_or_ebook,,数学・数理,Kindle;数学,low,ja,structured_search,0,2025-09-13T10:31:00Z,"title: 経済数学の直観的方法　マクロ経済学編 (ブルーバックス)
genre: 
primary_domain: 数学・数理
tags: Kindle;数学"
bk_b34e84b52a,The Human Condition: Second Edition (English Edition),Kindle,book_or_ebook,,その他,洋書;Kindle,low,en_or_mixed,structured_search,180,2024-12-17T05:55:00Z,"title: The Human Condition: Second Edition (English Edition)
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_7caf7321cf,"How Global Currencies Work: Past, Present, and Future (English Edition)",Kindle,book_or_ebook,,その他,洋書;Kindle,low,en_or_mixed,structured_search,39,2025-09-29T10:02:00Z,"title: How Global Currencies Work: Past, Present, and Future (English Edition)
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_fab340b92a,いちばんやさしいGit&GitHubの教本 第3版 人気講師が教えるバージョン管理＆共有入門 「いちばんやさしい教本」シリーズ,Kindle,book_or_ebook,,IT・プログラミング,Kindle;IT,low,ja,rag_or_structured,1100,2025-11-29T12:22:00Z,"title: いちばんやさしいGit&GitHubの教本 第3版 人気講師が教えるバージョン管理＆共有入門 「いちばんやさしい教本」シリーズ
genre: 
primary_domain: IT・プログラミング
tags: Kindle;IT"
bk_d8285eaca4,転職 (角川文庫),Kindle,book_or_ebook,,小説・文学,Kindle;小説;就活/キャリア,low,ja,structured_search,0,2025-08-12T14:07:00Z,"title: 転職 (角川文庫)
genre: 
primary_domain: 小説・文学
tags: Kindle;小説;就活/キャリア"
bk_cfe78422a0,The Other Side of Midnight: The master of the unexpected (English Edition),Kindle,book_or_ebook,,その他,洋書;Kindle,low,en_or_mixed,structured_search,518,2021-09-17T15:12:00Z,"title: The Other Side of Midnight: The master of the unexpected (English Edition)
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_8b3b1e3135,TOEFLテスト英単語3800 4訂版（音声ＤＬ付）,Kindle,book_or_ebook,,英語・語学,洋書;Kindle;英語;テスト,low,en_or_mixed,structured_search,190,2022-06-02T12:20:00Z,"title: TOEFLテスト英単語3800 4訂版（音声ＤＬ付）
genre: 
primary_domain: 英語・語学
tags: 洋書;Kindle;英語;テスト"
bk_14fafece39,総会屋錦城（新潮文庫）,Kindle,book_or_ebook,,小説・文学,Kindle;小説,low,ja,structured_search,576,2024-10-14T06:09:00Z,"title: 総会屋錦城（新潮文庫）
genre: 
primary_domain: 小説・文学
tags: Kindle;小説"
bk_5ec719ce1b,Sword Art Online 23 (light novel): Unital Ring II (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説,low,en_or_mixed,structured_search,1025,2021-11-22T05:47:00Z,"title: Sword Art Online 23 (light novel): Unital Ring II (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説"
bk_35f136b2d7,Sword Art Online 22 (light novel): Kiss and Fly (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説,low,en_or_mixed,structured_search,999,2021-11-22T05:47:00Z,"title: Sword Art Online 22 (light novel): Kiss and Fly (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説"
bk_8ee647d829,Sword Art Online 21 (light novel): Unital Ring I (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説,low,en_or_mixed,structured_search,100,2021-11-22T05:47:00Z,"title: Sword Art Online 21 (light novel): Unital Ring I (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説"
bk_ef24ac65c5,Killing Commendatore,Kindle,book_or_ebook,,その他,洋書;Kindle;村上春樹,low,en_or_mixed,structured_search,-3245,2022-03-20T13:37:00Z,"title: Killing Commendatore
genre: 
primary_domain: その他
tags: 洋書;Kindle;村上春樹"
bk_88cb49437a,テキストエディタvimショートガイド,Kindle,book_or_ebook,,IT・プログラミング,Kindle;IT,low,ja,rag_or_structured,0,2025-08-12T14:10:00Z,"title: テキストエディタvimショートガイド
genre: 
primary_domain: IT・プログラミング
tags: Kindle;IT"
bk_832fdea575,元彼の遺言状,Kindle,book_or_ebook,,小説・文学,Kindle;小説,low,ja,structured_search,0,2025-11-06T00:22:00Z,"title: 元彼の遺言状
genre: 
primary_domain: 小説・文学
tags: Kindle;小説"
bk_f26f0df620,Extraordinary Popular Delusions and the Madness of Crowds (English Edition),Kindle,book_or_ebook,,その他,洋書;Kindle,low,en_or_mixed,structured_search,0,2025-09-28T11:56:00Z,"title: Extraordinary Popular Delusions and the Madness of Crowds (English Edition)
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_53cc8b4216,Killing Commendatore: A novel (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説;村上春樹,low,en_or_mixed,structured_search,100,2021-01-02T04:12:00Z,"title: Killing Commendatore: A novel (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説;村上春樹"
bk_9bf0ad6412,YouTube,Kindle,digital_service_or_app,,その他,洋書;Kindle,low,en_or_mixed,structured_search,0,2023-06-18T12:03:00Z,"title: YouTube
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_be77470d7f,Audible会員,Kindle,digital_service_or_app,,その他,洋書;Kindle,low,en_or_mixed,structured_search,136,2021-07-26T09:22:00Z,"title: Audible会員
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_1733c06e40,Chip War: The Fight for the World's Most Critical Technology,Kindle,book_or_ebook,,歴史・国際関係・地政学,洋書;Kindle;歴史/国際関係,low,en_or_mixed,structured_search,0,2025-10-13T02:15:00Z,"title: Chip War: The Fight for the World's Most Critical Technology
genre: 
primary_domain: 歴史・国際関係・地政学
tags: 洋書;Kindle;歴史/国際関係"
bk_252996ff53,イタリア史10講 (岩波新書),Kindle,book_or_ebook,,歴史・国際関係・地政学,Kindle;歴史/国際関係,low,ja,structured_search,90,2025-01-03T08:20:00Z,"title: イタリア史10講 (岩波新書)
genre: 
primary_domain: 歴史・国際関係・地政学
tags: Kindle;歴史/国際関係"
bk_35e39e3e2d,"The New Map: Energy, Climate, and the Clash of Nations (English Edition)",Kindle,book_or_ebook,,歴史・国際関係・地政学,洋書;Kindle;歴史/国際関係,low,en_or_mixed,structured_search,1091,2024-08-10T04:01:00Z,"title: The New Map: Energy, Climate, and the Clash of Nations (English Edition)
genre: 
primary_domain: 歴史・国際関係・地政学
tags: 洋書;Kindle;歴史/国際関係"
bk_4e9aaa7be1,TVer(ティーバー) 民放公式テレビ配信サービス,Kindle,digital_service_or_app,,その他,洋書;Kindle,low,en_or_mixed,structured_search,0,2023-06-18T12:02:00Z,"title: TVer(ティーバー) 民放公式テレビ配信サービス
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_781ab76ab4,Twitch,Kindle,digital_service_or_app,,その他,洋書;Kindle,low,en_or_mixed,structured_search,0,2023-06-18T12:02:00Z,"title: Twitch
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_c1557e1006,ABEMA,Kindle,digital_service_or_app,,その他,洋書;Kindle,low,en_or_mixed,structured_search,0,2023-06-18T12:02:00Z,"title: ABEMA
genre: 
primary_domain: その他
tags: 洋書;Kindle"
bk_d22e649418,「会社四季報」業界地図 2023年版,Kindle,book_or_ebook,,経済・金融,Kindle;経済,low,ja,structured_search,1170,2023-06-05T00:42:00Z,"title: 「会社四季報」業界地図 2023年版
genre: 
primary_domain: 経済・金融
tags: Kindle;経済"
bk_839fb7f746,ドイツ史10講 (岩波新書),Kindle,book_or_ebook,,歴史・国際関係・地政学,Kindle;歴史/国際関係,low,ja,structured_search,820,2025-01-03T08:18:00Z,"title: ドイツ史10講 (岩波新書)
genre: 
primary_domain: 歴史・国際関係・地政学
tags: Kindle;歴史/国際関係"
bk_75b6253968,"Blind Willow, Sleeping Woman: Stories (Vintage International) (English Edition)",Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説;村上春樹,low,en_or_mixed,structured_search,780,2021-02-21T10:34:00Z,"title: Blind Willow, Sleeping Woman: Stories (Vintage International) (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説;村上春樹"
bk_ca50bebe75,Kafka on the Shore (Vintage International) (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説;村上春樹,low,en_or_mixed,structured_search,801,2021-02-19T04:44:00Z,"title: Kafka on the Shore (Vintage International) (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説;村上春樹"
bk_6d920b3cfa,Sword Art Online 1: Aincrad (light novel),Kindle,book_or_ebook,,AI・NLP・RAG,洋書;Kindle;AI;NLP,high,en_or_mixed,rag_or_structured,707,2020-12-31T16:36:00Z,"title: Sword Art Online 1: Aincrad (light novel)
genre: 
primary_domain: AI・NLP・RAG
tags: 洋書;Kindle;AI;NLP"
bk_660384ff3e,Ｍ 愛すべき人がいて (幻冬舎文庫),Kindle,book_or_ebook,,小説・文学,Kindle;小説,low,ja,structured_search,0,2025-09-13T01:39:00Z,"title: Ｍ 愛すべき人がいて (幻冬舎文庫)
genre: 
primary_domain: 小説・文学
tags: Kindle;小説"
bk_bf0a58e477,新しいシェルプログラミングの教科書,Kindle,book_or_ebook,,IT・プログラミング,Kindle;IT;クラウド運用,medium,ja,rag_or_structured,2430,2022-10-03T09:43:00Z,"title: 新しいシェルプログラミングの教科書
genre: 
primary_domain: IT・プログラミング
tags: Kindle;IT;クラウド運用"
bk_db7481861b,Orientalism (English Edition),Kindle,book_or_ebook,,歴史・国際関係・地政学,洋書;Kindle;歴史/国際関係,low,en_or_mixed,structured_search,1727,2024-12-23T05:12:00Z,"title: Orientalism (English Edition)
genre: 
primary_domain: 歴史・国際関係・地政学
tags: 洋書;Kindle;歴史/国際関係"
bk_a346244051,これが本当のＳＰＩ３だ！　２０２７年度版　【主要３方式〈テストセンター・ペーパーテスト・ＷＥＢテスティング〉対応】 (本当の就職テスト),Kindle,book_or_ebook,,その他,Kindle;テスト,low,ja,structured_search,1500,2025-06-06T00:20:00Z,"title: これが本当のＳＰＩ３だ！　２０２７年度版　【主要３方式〈テストセンター・ペーパーテスト・ＷＥＢテスティング〉対応】 (本当の就職テスト)
genre: 
primary_domain: その他
tags: Kindle;テスト"
bk_c7f4f6736f,イギリス近代史講義 (講談社現代新書),Kindle,book_or_ebook,,歴史・国際関係・地政学,Kindle;歴史/国際関係,low,ja,structured_search,62,2025-01-03T08:59:00Z,"title: イギリス近代史講義 (講談社現代新書)
genre: 
primary_domain: 歴史・国際関係・地政学
tags: Kindle;歴史/国際関係"
bk_6aac50ae07,Moll Flanders - Daniel Defoe [Illustrated] (Bentley Loft Classics) (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説,low,en_or_mixed,structured_search,144,2021-04-18T13:29:00Z,"title: Moll Flanders - Daniel Defoe [Illustrated] (Bentley Loft Classics) (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説"
bk_5f69a8f330,社会変革のためのシステム思考実践ガイド――共に解決策を見出し、コレクティブ・インパクトを創造する,Kindle,book_or_ebook,,社会・ノンフィクション,Kindle;社会/ノンフィクション,low,ja,structured_search,1800,2025-01-26T11:02:00Z,"title: 社会変革のためのシステム思考実践ガイド――共に解決策を見出し、コレクティブ・インパクトを創造する
genre: 
primary_domain: 社会・ノンフィクション
tags: Kindle;社会/ノンフィクション"
bk_af57818a9a,INSPIRED 熱狂させる製品を生み出すプロダクトマネジメント,Kindle,book_or_ebook,,ビジネス・プロダクト・組織,洋書;Kindle;ビジネス;組織;就活/キャリア,low,en_or_mixed,structured_search,0,2025-09-01T09:58:00Z,"title: INSPIRED 熱狂させる製品を生み出すプロダクトマネジメント
genre: 
primary_domain: ビジネス・プロダクト・組織
tags: 洋書;Kindle;ビジネス;組織;就活/キャリア"
bk_a5abd6c553,Norwegian Wood (Vintage International) (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説;村上春樹,low,en_or_mixed,structured_search,78,2021-02-05T15:39:00Z,"title: Norwegian Wood (Vintage International) (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説;村上春樹"
bk_923d5d3459,入門・証券投資論 有斐閣ブックス,Kindle,book_or_ebook,,経済・金融,Kindle;経済;金融システム,low,ja,structured_search,333,2025-09-06T08:05:00Z,"title: 入門・証券投資論 有斐閣ブックス
genre: 
primary_domain: 経済・金融
tags: Kindle;経済;金融システム"
bk_ef63377d7a,プリンシプル オブ プログラミング 3年目までに身につけたい 一生役立つ101の原理原則,Kindle,book_or_ebook,,IT・プログラミング,Kindle;IT;クラウド運用,medium,ja,rag_or_structured,178,2024-02-10T16:14:00Z,"title: プリンシプル オブ プログラミング 3年目までに身につけたい 一生役立つ101の原理原則
genre: 
primary_domain: IT・プログラミング
tags: Kindle;IT;クラウド運用"
bk_111c0ee365,看護・医療系の小論文　最強独学問題集,Kindle,book_or_ebook,,その他,Kindle;就活/キャリア,low,ja,structured_search,0,2025-09-04T03:35:00Z,"title: 看護・医療系の小論文　最強独学問題集
genre: 
primary_domain: その他
tags: Kindle;就活/キャリア"
bk_200d9d3e23,南北戦争の時代　19世紀 シリーズ　アメリカ合衆国史 (岩波新書),Kindle,book_or_ebook,,歴史・国際関係・地政学,Kindle;歴史/国際関係,low,ja,structured_search,84,2025-01-02T12:22:00Z,"title: 南北戦争の時代　19世紀 シリーズ　アメリカ合衆国史 (岩波新書)
genre: 
primary_domain: 歴史・国際関係・地政学
tags: Kindle;歴史/国際関係"
bk_45775e7cfd,アジャイル型プロジェクトマネジメント,Kindle,book_or_ebook,,ビジネス・プロダクト・組織,Kindle;ビジネス;組織,low,ja,structured_search,181,2025-09-01T09:48:00Z,"title: アジャイル型プロジェクトマネジメント
genre: 
primary_domain: ビジネス・プロダクト・組織
tags: Kindle;ビジネス;組織"
bk_081c8c442f,Spring徹底入門 第2版 Spring FrameworkによるJavaアプリケーション開発,Kindle,book_or_ebook,,IT・プログラミング,Kindle;IT;Web開発,low,ja,rag_or_structured,215,2026-05-09T08:29:00Z,"title: Spring徹底入門 第2版 Spring FrameworkによるJavaアプリケーション開発
genre: 
primary_domain: IT・プログラミング
tags: Kindle;IT;Web開発"
bk_18bb9cdf28,イギリス史10講 (岩波新書),Kindle,book_or_ebook,,歴史・国際関係・地政学,Kindle;歴史/国際関係,low,ja,structured_search,900,2025-01-03T08:18:00Z,"title: イギリス史10講 (岩波新書)
genre: 
primary_domain: 歴史・国際関係・地政学
tags: Kindle;歴史/国際関係"
bk_7515dffbd8,Linuxとpthreadsによる マルチスレッドプログラミング入門,Kindle,book_or_ebook,,IT・プログラミング,Kindle;IT;クラウド運用,medium,ja,rag_or_structured,1080,2024-02-14T08:11:00Z,"title: Linuxとpthreadsによる マルチスレッドプログラミング入門
genre: 
primary_domain: IT・プログラミング
tags: Kindle;IT;クラウド運用"
bk_3d2d115488,Amazon Bedrock 生成AIアプリ開発入門 ［AWS深掘りガイド］,Kindle,book_or_ebook,,AI・NLP・RAG,Kindle;AI;NLP;RAG候補,high,ja,rag_or_structured,0,2026-05-01T22:50:00Z,"title: Amazon Bedrock 生成AIアプリ開発入門 ［AWS深掘りガイド］
genre: 
primary_domain: AI・NLP・RAG
tags: Kindle;AI;NLP;RAG候補"
bk_d6f44d5b95,1Q84 (Vintage International) (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説;村上春樹,low,en_or_mixed,structured_search,800,2021-02-11T07:55:00Z,"title: 1Q84 (Vintage International) (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説;村上春樹"
bk_fb3240f972,Sapiens,Kindle,book_or_ebook,,その他,洋書;Kindle,low,en_or_mixed,structured_search,-267,2022-03-20T13:45:00Z,"title: Sapiens
genre: 
primary_domain: その他
tags: 洋書;Kindle"
